1,106917040RR0001,CHOICESCHOOL.ORG,Valid,http://www.facebook.com/pages/Choice-School/157302764416275,,,,
2,106917610RR0002,WWW.CHRISTCHURCHCHATHAM.CA,Valid,,,,,
3,106917669RR0001,WWW.CAMPBELLFORDCHRISTCHURCH.COM,Valid,,,,,
4,106917685RR0001,WWW.CHRISTCHURCHBOLTON.CA,Valid,,,,,
5,106917693RR0001,CHRISTCHURCHWOODBRIDGE.COM,Valid,,,,,
6,106917750RR0001,WWW.CHRISTCHURCH-ANGLICAN.CA,Valid,http://www.facebook.com/#!/ChristChurchFM,,,,
7,106917875RR0001,PARISHCHURCH.CA,Valid,http://www.facebook.com/album.php?aid=32670&id=114666508578490,,,,
8,106917958RR0001,WWW.CATHEDRAL.VANCOUVER.BC.CA,Valid,http://www.facebook.com/ChristChurchCathedralChoirVancouver?ref=ts,,,http://www.youtube.com/user/VancouverCathedral,
9,106918006RR0001,WWW.CHRISTCHURCHUNITED.COM,Valid,,,,,
10,106918022RR0001,WWW.UNITYHAMILTON.COM,Valid,http://www.facebook.com/unityhamilton,,,,
11,106918071RR0001,WWW.CCCNANAIMO.COM,Valid,,,,,
12,106918139RR0001,WWW.CHRISTLUTHERANAURORA.COM,Invalid,,,,,
13,106918147RR0001,WWW.CHRISTLUTHERAN-HORROW.COM,Invalid,,,,,
14,106918154RR0001,WWW.CHRISTWATERLOO.CA,Valid,http://www.facebook.com/group.php?gid=145414922198622,,,,
15,106918329RR0001,WWW.CBMCANADA.ORG,Valid,http://www.facebook.com/pages/cbm-Canada/101857609865125,,,http://www.youtube.com/user/cbmcanada,
16,106918352RR0001,WWW.700CLUB.CA,Valid,https://www.facebook.com/pages/700-Club-Canada/311900748837427,,,,
17,106918543RR0001,www.ccfcanada.ca,Valid,https://www.facebook.com/CCFC,,,http://www.youtube.com/YCCCC,
18,106918634RR0001,WWW.CHRISTIANCOUNSELLINGCENTRE.CA,Valid,https://www.facebook.com/pages/Christian-Counselling-Centre/474504405978501,,,,
19,106918790RR0001,WWW.VCRD.CA,Valid,,,,,
20,106918907RR0001,WWW.FLAMCF,Invalid,,,,,
21,106918923RR0001,WWW.CFCHAPEL.COM,Valid,,,,,
22,106919137RR0001,WWW.WELLINGSTONE.CA,Valid,,,,,
23,106919277RR0001,WWW.CLAWINNIPEG.ORG,Valid,,,,,
24,106919640RR0001,CRHM.ORG,Valid,,,,,
25,106920184RR0001,ANNA-BOWNESSPARK.CA,Valid,http://www.facebook.com/christiansciencebc.annabownesspark?sk=wall,,,,
26,106920283RR0001,WWW.LIVINGWORD.MB.CA,Valid,,,,,
27,106920309RR0002,WWW.CSSERVICES.CA,Valid,,,,,
28,106920416RR0001,MASKEPETOON.AB.CA,Valid,,,,,
29,106920424RR0001,WWW.IAWAH.COM,Valid,http://www.facebook.com/#!/pages/Camp-Iawah/204748062929150,,,,
30,106920440RR0001,WWW.CAMPNORTHERNLIGHTS.COM,Valid,,,,,
31,106921083RR0001,CHRISTLUTHERANCHURCH@MTS.NET,Valid,,,,,
32,106921133RR0001,WWW.CLCREGINA.COM,Valid,,,,,
33,106921174RR0002,WWW.CHRISTLUTHERANCHILLIWACK.COM,Invalid,,,,,
34,106921208RR0001,WWW.CHRISTMASCHEERBOARD.CA,Valid,https://www.facebook.com/CCBWPG,,,,
35,106921463RR0001,WWW.QUESTNET.CA,Valid,http://www.facebook.com/thequestcl,,http://www.twitter.com/QuestSummerCamp,http://www.youtube.com/channel/UCHrBmm4ARWl5-vpgbBcb1Ww,
36,106921976RR0001,WWW.CTKLCSURREY.COM,Valid,,,,,
37,106922099RR0001,WWW.CTKSCHOOL.CA,Valid,,,,,
38,106922131RR0001,WWW.CTKING.NET,Valid,,,,,
39,106923022RR0001,WWW.CHURCHINTHEOAKS.COM,Valid,,,,,
40,106923188RR0001,WWW.BEAMSVILLECHURCHOFCHRIST.CA,Valid,,,,,
41,106923212RR0001,STCATHARINESCOFC.CA,Valid,,,,,
42,106923253RR0001,WWW.BIBLE.CA,Valid,,,,,
43,106923782RR0001,WWW.CHURCHOFCHRISTHAMILTON.COM,Valid,,,,,
44,106924186RR0001,HTTP//SITES.GOOGLE.COM/SITE/THECARSTAIRSCHURCHOFGOD/,Invalid,,,,,
45,106924673RR0001,GEOCITIES.COM/OURLADYCH,Valid,,,,,
46,106924913RR0001,WWW.ST-ANDREW-ANGLICAN.CA,Valid,,,,,
47,106924962RR0001,WWW.SAINTAUGUSTINE.CA,Valid,,,,,
48,106924996RR0001,WWW.STBEDESANGLICAN.CA,Invalid,,,,,
49,106925209RR0002,WWW.STJOHNSNORWAY.ORG,Valid,,,,,
50,106925274RR0001,WWW.STJOHNANGLICAN-CALGARY.CA,Valid,,,,,
51,106925324RR0001,WWW.STLAURENCE.CA,Valid,,,,,
52,106925639RR0002,ASCENSIONWINDSOR.CA,Valid,,,,,
53,106925738RR0001,BLCFCHURCH.CA,Invalid,,,,,
54,106925779RR0001,WWW.GRACECHURCHSCARBOROUGH.COM,Valid,,,,,
55,106925829RR0002,WWW.GOODSHEPHERDCHRISTCHURCH.COM,Valid,https://www.facebook.com/groups/357083851061428,,,,
56,106925902RR0002,WWW.HOLY-SAVIOUR.ON.CA,Valid,,,,,
57,106926074RR0001,WWW.OXFORDNAZARENECHRUCH.CANADIANWEBS.CA,Invalid,,,,,
58,106926769RR0001,WWW.KINGSTONANGLICAN.COM,Invalid,,,,,
59,106926827RR0001,CHURCHOFTHEROCK.CA,Invalid,,,,,
60,106926892RR0001,WWW.JOHREI.COM,Valid,,,,,
